"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Turkmenistan","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkmenistan","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkmenistan","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkmenistan","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tuvalu","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tuvalu","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tuvalu","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tuvalu","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tuvalu","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tuvalu","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tuvalu","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uganda","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Uganda","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Uganda","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Uganda","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Uganda","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Uganda","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Uganda","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Ukraine","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Ukraine","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Ukraine","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Ukraine","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Ukraine","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Ukraine","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Ukraine","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"United Arab Emirates","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"United Arab Emirates","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"United Arab Emirates","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"United Arab Emirates","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"United Arab Emirates","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"United Arab Emirates","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"United Arab Emirates","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"United Kingdom","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1","11"
"United Kingdom","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1","11"
"United Kingdom","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","11"
"United Kingdom","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","11"
"United Kingdom","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","11"
"United Kingdom","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","11"
"United Kingdom","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","11"
"United States of America","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"United States of America","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"United States of America","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"United States of America","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"United States of America","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"United States of America","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"United States of America","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uruguay","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Uruguay","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Uruguay","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Uruguay","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uruguay","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uruguay","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uruguay","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uzbekistan","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uzbekistan","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uzbekistan","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uzbekistan","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uzbekistan","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uzbekistan","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Uzbekistan","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Vanuatu","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Vanuatu","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Vanuatu","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Vanuatu","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Vanuatu","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Vanuatu","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Vanuatu","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Venezuela","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Venezuela","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Venezuela","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Venezuela","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Venezuela","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Venezuela","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Venezuela","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Vietnam","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Vietnam","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Vietnam","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Vietnam","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Vietnam","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Vietnam","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Vietnam","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Yemen","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Yemen","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Yemen","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Yemen","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Yemen","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Yemen","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Yemen","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Zambia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Zambia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Zambia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Zambia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Zambia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Zambia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Zambia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Zimbabwe","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Zimbabwe","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Zimbabwe","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Zimbabwe","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Zimbabwe","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Zimbabwe","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Zimbabwe","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""

"fnSeqID","Footnote"
"1","The abortion laws in these countries do not expressly allow abortions to be performed to save the life of the woman, but general principles of criminal legislation allow abortions to be performed for this reason on the ground of necessity."
"2","Abortion law is determined at the state level and is governed by various state laws and, in some states, court decisions. The most restrictive laws allow abortion to be performed to save the life of the woman and to preserve her physical and mental health; one state with the most liberal law allows abortion on request."
"3","The abortion laws in these countries have been amended to remove all indications relevant to the legal performance of abortions; however, it is not clear whether a defense of necessity might be allowed to justify an abortion performed to save the life of the woman."
"4","The abortion laws in these countries either expressly allow abortions to be performed only to save the life of the woman, or are governed by general principles of criminal legislation which allow abortions to be performed for this reason on the ground of necessity. In addition, the British case of R. v. Bourne or local application of that decision apply. Under the decision, the ground of necessity was interpreted to encompass abortion performed on physical and mental grounds."
"5","Refers to the Vatican City State."
"6","The penal code makes no exceptions to the general prohibition on the performance of abortions; the Code of Medical Ethics, however, allows abortions to be performed for therapeutic purposes."
"7","The law contains no specific reference to abortions performed on grounds of mental health or in the case of foetal impairment. However, since the law allows abortions for economic or social reasons, mental health and foetal impairment are presumably covered by this ground."
"8","Abortion law is determined at the state level. The grounds checked refer only to the Federal Penal Code; some states allow abortions to be performed on the following grounds: to preserve physical health, to preserve mental health, in the case of foetal impairment, and for economic or social reasons."
"9","Nigeria has two abortion laws: one for the northern states and one for the southern states. Both laws specifically allow abortions to be performed to save the life of the woman. In addition, in the southern states, the decision of R. v. Bourne is applied, which allows abortions to be performed for physical and mental health reasons."
"10","The law allows abortion to be performed to save the life of the woman or to provide necessary treatment. The law does not indicate which abortions constitute necessary treatment."
"11","Refers to the abortion law of England and Wales and Scotland."
